"File","Number","Offset","Japanese","English","Centering","References","width","height","lineheight","English"
"bvm_decmp/m/013/after.bvmc","0x1","0x8","ランバートの店",,"0x0","0x1 0x70 0x0",196,42,14,
"bvm_decmp/m/013/after.bvmc","0x2","0x17","自分１",,"0x0","0x1 0x7e 0x0",196,42,14,
"bvm_decmp/m/013/after.bvmc","0x3","0x1e","自注１",,"0x0","0x1 0x80 0x0",196,42,14,
"bvm_decmp/m/013/after.bvmc","0x4","0x25","training",,"0x0","0x1 0x88 0x0",196,42,14,
"bvm_decmp/m/013/after.bvmc","0x5","0x2e","敵１",,"0x0","0x1 0x8a 0x0",196,42,14,
"bvm_decmp/m/013/after.bvmc","0x6","0x33","敵注１",,"0x0","0x1 0x8c 0x0",196,42,14,
"bvm_decmp/m/013/after.bvmc","0x7","0x3a","カメラ１",,"0x0","0x2 0xa1 0x100 0x0",196,42,14,
"bvm_decmp/m/013/after.bvmc","0x8","0x43","ランバート＿暗い顔",,"0x0","0x1 0xb4 0x0",196,42,14,
"bvm_decmp/m/013/after.bvmc","0x9","0x56","ランバート",,"0x0","0x22 0xbb 0xdc 0xe2 0x110 0x12c 0x13a 0x141 0x148 0x165 0x196 0x1ca 0x1d1 0x1d8 0x1df 0x1fc 0x203 0x20a 0x211 0x218 0x21f 0x226 0x22d 0x234 0x23b 0x242 0x249 0x250 0x257 0x25e 0x265 0x26c 0x273 0x280 0x287 0x0",196,42,14,
"bvm_decmp/m/013/after.bvmc","0xa","0x61","年寄りにはこたえるぜ。","Now that was hard on these old bones...","0x0","0x1 0xbd 0x0",196,42,14,"That was hard on these old bones."
"bvm_decmp/m/013/after.bvmc","0xb","0x78","カメラ２",,"0x0","0x1 0xc1 0x0",196,42,14,
"bvm_decmp/m/013/after.bvmc","0xc","0x81","ケイ＿基本姿勢Ｌ",,"0x0","0x1 0xcb 0x0",196,42,14,
"bvm_decmp/m/013/after.bvmc","0xd","0x92","ケイ",,"0x0","0x2 0xd0 0xee 0x0",196,42,14,
"bvm_decmp/m/013/after.bvmc","0xe","0x97","/pの勝ちだぜ。","/p wins!","0x0","0x1 0xd2 0x0",196,42,14,"It's a victory to /p."
"bvm_decmp/m/013/after.bvmc","0xf","0xa6","ランバート＿微笑",,"0x0","0x5 0xd7 0x127 0x191 0x1c5 0x27b 0x0",196,42,14,
"bvm_decmp/m/013/after.bvmc","0x9","0x56","ランバート",,"0x0","0x22 0xbb 0xdc 0xe2 0x110 0x12c 0x13a 0x141 0x148 0x165 0x196 0x1ca 0x1d1 0x1d8 0x1df 0x1fc 0x203 0x20a 0x211 0x218 0x21f 0x226 0x22d 0x234 0x23b 0x242 0x249 0x250 0x257 0x25e 0x265 0x26c 0x273 0x280 0x287 0x0",196,42,14,
"bvm_decmp/m/013/after.bvmc","0x10","0xb7","なかなかの腕だったぜ。","So you've got some skills after all!","0x0","0x1 0xde 0x0",196,42,14,"You are skilled, after all."
"bvm_decmp/m/013/after.bvmc","0x9","0x56","ランバート",,"0x0","0x22 0xbb 0xdc 0xe2 0x110 0x12c 0x13a 0x141 0x148 0x165 0x196 0x1ca 0x1d1 0x1d8 0x1df 0x1fc 0x203 0x20a 0x211 0x218 0x21f 0x226 0x22d 0x234 0x23b 0x242 0x249 0x250 0x257 0x25e 0x265 0x26c 0x273 0x280 0x287 0x0",196,42,14,
