"File","Number","Offset","Japanese","English","Centering","References","width","height","lineheight","English"
"bvm_decmp/m/100/after.bvmc","0x1","0xa","弾工房",,"0x0","0x1 0x35 0x0",196,42,14,
"bvm_decmp/m/100/after.bvmc","0x2","0x11","カメラ１",,"0x0","0x1 0x3b 0x0",196,42,14,
"bvm_decmp/m/100/after.bvmc","0x3","0x1a","ネストラ＿微笑",,"0x0","0x1 0x4e 0x0",196,42,14,
"bvm_decmp/m/100/after.bvmc","0x4","0x29","ネストラ",,"0x0","0x3 0x55 0x5b 0x61 0x0",196,42,14,
"bvm_decmp/m/100/after.bvmc","0x5","0x32","さすが/p君。
見事な腕だよ。","I guess I spoke too soon, /p. You truly are talented.","0x0","0x1 0x57 0x0",196,42,14,"I guess I spoke too soon, /p. You truly are talented."
"bvm_decmp/m/100/after.bvmc","0x4","0x29","ネストラ",,"0x0","0x3 0x55 0x5b 0x61 0x0",196,42,14,
"bvm_decmp/m/100/after.bvmc","0x6","0x4f","君なら、この人形の力を
使いこなすことができるだろう。","If it's you, there's no doubt that you'll be able to master the power of this Puppet.","0x0","0x1 0x5d 0x0",196,42,14,"If it's you, there's no doubt that you'll be able to master the power of this mech."
"bvm_decmp/m/100/after.bvmc","0x4","0x29","ネストラ",,"0x0","0x3 0x55 0x5b 0x61 0x0",196,42,14,
"bvm_decmp/m/100/after.bvmc","0x7","0x86","約束どおり、売ってあげよう。","A deal's a deal. I'll let you buy one.","0x0","0x1 0x63 0x0",196,42,14,"A deal's a deal. I'll let you buy one."
"bvm_decmp/m/100/after.bvmc","0x8","0xa3","開始イベント終了",,"0x0","0x1 0x76 0x0",196,42,14,
"bvm_decmp/m/100/after.bvmc","0x9","0xb4","Func00184EDC",,"0x0","0x1 0x7c 0x0",196,42,14,
"bvm_decmp/m/100/after.bvmc","0xa","0xc1","終了",,"0x0","0x1 0x9e 0x0",196,42,14,
"bvm_decmp/m/100/after.bvmc","0x0","0x0","America01",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/100/after.bvmc","0xb","0xc6","OnGameOver",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/100/after.bvmc","0xc","0xd1","main",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/100/after.bvmc","0xd","0xd6","Func00184EDC",,"0x0","0x0 0x0",196,42,14,
