"File","Number","Offset","Japanese","English","Centering","References","width","height","lineheight","English"
"bvm_decmp/m/050/after.bvmc","0x1","0x9","îƒópÇaÇfÅQÇOÇQ",,"0x0","0x1 0x64 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x2","0x18","omegac",,"0x0","0x1 0x71 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x3","0x1f","syurininja",,"0x0","0x1 0x76 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x4","0x2a","ñ°ï˚ÇP",,"0x0","0x1 0x7c 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x5","0x31","ñ°íçÇP",,"0x0","0x1 0x7e 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x6","0x38","ìGÇP",,"0x0","0x1 0x89 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x7","0x3d","ìGíçÇP",,"0x0","0x1 0x8b 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x8","0x44","é©ï™ÇP",,"0x0","0x1 0x95 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x9","0x4b","é©íçÇP",,"0x0","0x1 0x97 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0xa","0x52","ÉJÉÅÉâÇP",,"0x0","0x1 0xac 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0xb","0x5b","ÉTÉCÉ]ÉEÅQïsã@åô",,"0x0","0x2 0xbf 0xcd 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0xc","0x6c","ÉTÉCÉ]ÉE",,"0x0","0x3 0xc6 0xd2 0xe4 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0xd","0x75","å©éñÇ»òrÇæÅB
êlå`ëÄÇËÇÃâúã`ÅA
Ç›ÇπÇƒÇ‡ÇÁÇ¡ÇΩÅB","You are truly skilled.
It appears you have mastered the secrets of Puppeteering.","0x0","0x1 0xc8 0x0",196,42,14,"You are truly skilled.
It appears you've mastered the secrets of puppeteering."
"bvm_decmp/m/050/after.bvmc","0xb","0x5b","ÉTÉCÉ]ÉEÅQïsã@åô",,"0x0","0x2 0xbf 0xcd 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0xc","0x6c","ÉTÉCÉ]ÉE",,"0x0","0x3 0xc6 0xd2 0xe4 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0xe","0xa6","í ÇÁÇÍÇÊÅB","You may pass.","0x0","0x1 0xd4 0x0",196,42,14,"You may pass."
"bvm_decmp/m/050/after.bvmc","0xf","0xb1","îƒópÇaÇfÅQÇOÇP",,"0x0","0x1 0xd8 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x10","0xc0","ÉTÉCÉ]ÉEÅQîEé“ÇÃÉ|Å[ÉY",,"0x0","0x1 0xdf 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0xc","0x6c","ÉTÉCÉ]ÉE",,"0x0","0x3 0xc6 0xd2 0xe4 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x11","0xd7","îEÇ¡ÅI","SHINOBI!","0x1 0x2 0xe7 0xec","0x1 0xe6 0x0",196,42,14,"Shinobi!"
"bvm_decmp/m/050/after.bvmc","0xc","0x6c","ÉTÉCÉ]ÉE",,"0x0","0x3 0xc6 0xd2 0xe4 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x12","0xde","ÉãÅ[ÉgÇP",,"0x0","0x1 0x107 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x13","0xe7","èIì_",,"0x0","0x1 0x109 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x14","0xec","äJénÉCÉxÉìÉgèIóπ",,"0x0","0x1 0x131 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x15","0xfd","Func00176C54",,"0x0","0x1 0x137 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x16","0x10a","èIóπ",,"0x0","0x0 0x1 0x15b",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x0","0x0","Heigen05",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x17","0x10f","self",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x18","0x114","friend1",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x19","0x11c","friend2",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x1a","0x124","pName",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x1b","0x12a","frName1",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x1c","0x132","frName2",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x1d","0x13a","OnGameOver",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x1e","0x145","TxWid",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x1f","0x14b","TxHi",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x20","0x150","main",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/050/after.bvmc","0x21","0x155","Func00176C54",,"0x0","0x0 0x0",196,42,14,
