"File","Number","Offset","Japanese","English","Centering","References","width","height","lineheight","English"
"bvm_decmp/m/080/before4.bvmc","0x1","0x9","Heigen04",,"0x0","0x1 0x6d 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x2","0x12","削除１",,"0x0","0x1 0x75 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x3","0x19","caraxk",,"0x0","0x1 0x80 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x4","0x20","carstrk",,"0x0","0x1 0x85 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x5","0x28","busttank",,"0x0","0x1 0x8a 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x6","0x31","開始イベント終",,"0x0","0x1 0x90 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x7","0x40","Func0019DCD4",,"0x0","0x1 0x96 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x8","0x4d","成功",,"0x0","0x1 0xb5 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x9","0x52","終了",,"0x0","0x1 0xbb 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0xa","0x57","自機２",,"0x0","0x1 0xf6 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0xb","0x5e","自注２",,"0x0","0x1 0xf8 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0xc","0x65","SHIP",,"0x0","0x3 0x10b 0x2a9 0x478 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0xd","0x6a","SHIP2",,"0x0","0x3 0x114 0x2b2 0x481 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0xe","0x70","SNAIL",,"0x0","0x3 0x11f 0x2bd 0x48c 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0xf","0x76","WINDMIL",,"0x0","0x3 0x12a 0x2c8 0x497 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x10","0x7e","WINDMIL2",,"0x0","0x3 0x135 0x2d3 0x4a2 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x11","0x87","自機ルート２",,"0x0","0x1 0x155 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x12","0x94","終点",,"0x0","0x9 0x157 0x1cc 0x1eb 0x203 0x223 0x23c 0x3b8 0x643 0x662 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x13","0x99","カメラ３",,"0x0","0x1 0x16b 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x14","0xa2","タンク５",,"0x0","0x1 0x18b 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x15","0xab","タンク注２",,"0x0","0x5 0x18d 0x19a 0x1a7 0x1b4 0x1c1 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x16","0xb6","タンク６",,"0x0","0x1 0x198 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x15","0xab","タンク注２",,"0x0","0x5 0x18d 0x19a 0x1a7 0x1b4 0x1c1 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x17","0xbf","タンク７",,"0x0","0x1 0x1a5 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x15","0xab","タンク注２",,"0x0","0x5 0x18d 0x19a 0x1a7 0x1b4 0x1c1 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x18","0xc8","タンク８",,"0x0","0x1 0x1b2 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x15","0xab","タンク注２",,"0x0","0x5 0x18d 0x19a 0x1a7 0x1b4 0x1c1 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x19","0xd1","タンク９",,"0x0","0x1 0x1bf 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x15","0xab","タンク注２",,"0x0","0x5 0x18d 0x19a 0x1a7 0x1b4 0x1c1 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x1a","0xda","タンクルート５",,"0x0","0x1 0x1ca 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x12","0x94","終点",,"0x0","0x9 0x157 0x1cc 0x1eb 0x203 0x223 0x23c 0x3b8 0x643 0x662 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x1b","0xe9","タンクルート６",,"0x0","0x1 0x1e9 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x12","0x94","終点",,"0x0","0x9 0x157 0x1cc 0x1eb 0x203 0x223 0x23c 0x3b8 0x643 0x662 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x1c","0xf8","タンクルート７",,"0x0","0x1 0x201 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x12","0x94","終点",,"0x0","0x9 0x157 0x1cc 0x1eb 0x203 0x223 0x23c 0x3b8 0x643 0x662 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x1d","0x107","タンクルート８",,"0x0","0x0 0x1 0x220",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x12","0x94","終点",,"0x0","0x9 0x157 0x1cc 0x1eb 0x203 0x223 0x23c 0x3b8 0x643 0x662 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x1e","0x116","タンクルート９",,"0x0","0x0 0x1 0x239",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x12","0x94","終点",,"0x0","0x9 0x157 0x1cc 0x1eb 0x203 0x223 0x23c 0x3b8 0x643 0x662 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x1f","0x125","カメラ４",,"0x0","0x0 0x1 0x255",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x20","0x12e","コックピットＬ",,"0x0","0x0 0x1 0x27f",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x21","0x13d","ケイ＿発見Ｌ",,"0x0","0x0 0x1 0x287",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x22","0x14a","カメラ６",,"0x0","0x0 0x1 0x28d",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x23","0x153","ケイ",,"0x0","0x0 0x1 0x29d",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x24","0x158","囲まれた！？","We're surrounded!?","0x0","0x0 0x1 0x2a0",196,42,14,"We're surrounded!?"
"bvm_decmp/m/080/before4.bvmc","0xc","0x65","SHIP",,"0x0","0x3 0x10b 0x2a9 0x478 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0xd","0x6a","SHIP2",,"0x0","0x3 0x114 0x2b2 0x481 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0xe","0x70","SNAIL",,"0x0","0x3 0x11f 0x2bd 0x48c 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0xf","0x76","WINDMIL",,"0x0","0x3 0x12a 0x2c8 0x497 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x10","0x7e","WINDMIL2",,"0x0","0x3 0x135 0x2d3 0x4a2 0x0",196,42,14,
"bvm_decmp/m/080/before4.bvmc","0x25","0x165","Attack0",,"0x0","0x0 0x5 0x2f0 0x2fe 0x326 0x334 0x34c",196,42,14,
