"File","Number","Offset","Japanese","English","Centering","References","width","height","lineheight","English"
"bvm_decmp/m/080/before3.bvmc","0x1","0x9","Heigen01",,"0x0","0x1 0x6d 0x0",196,42,14,
"bvm_decmp/m/080/before3.bvmc","0x2","0x12","carboomk",,"0x0","0x1 0x7c 0x0",196,42,14,
"bvm_decmp/m/080/before3.bvmc","0x3","0x1b","caraxk",,"0x0","0x1 0x81 0x0",196,42,14,
"bvm_decmp/m/080/before3.bvmc","0x4","0x22","busttank",,"0x0","0x1 0x86 0x0",196,42,14,
"bvm_decmp/m/080/before3.bvmc","0x5","0x2b","開始イベント終",,"0x0","0x1 0x89 0x0",196,42,14,
"bvm_decmp/m/080/before3.bvmc","0x6","0x3a","Func00173084",,"0x0","0x1 0x8f 0x0",196,42,14,
"bvm_decmp/m/080/before3.bvmc","0x7","0x47","成功",,"0x0","0x1 0xae 0x0",196,42,14,
"bvm_decmp/m/080/before3.bvmc","0x8","0x4c","終了",,"0x0","0x1 0xb4 0x0",196,42,14,
"bvm_decmp/m/080/before3.bvmc","0x9","0x51","自機２",,"0x0","0x1 0xe3 0x0",196,42,14,
"bvm_decmp/m/080/before3.bvmc","0xa","0x58","自注２",,"0x0","0x1 0xe5 0x0",196,42,14,
"bvm_decmp/m/080/before3.bvmc","0xb","0x5f","SHIP",,"0x0","0x3 0xee 0x1be 0x409 0x0",196,42,14,
"bvm_decmp/m/080/before3.bvmc","0xc","0x64","SHIP2",,"0x0","0x3 0xf7 0x1c7 0x412 0x0",196,42,14,
"bvm_decmp/m/080/before3.bvmc","0xd","0x6a","SNAIL",,"0x0","0x3 0x102 0x1d2 0x41d 0x0",196,42,14,
"bvm_decmp/m/080/before3.bvmc","0xe","0x70","WINDMIL",,"0x0","0x3 0x10d 0x1dd 0x428 0x0",196,42,14,
"bvm_decmp/m/080/before3.bvmc","0xf","0x78","WINDMIL2",,"0x0","0x3 0x118 0x1e8 0x433 0x0",196,42,14,
"bvm_decmp/m/080/before3.bvmc","0x10","0x81","自機ルート２",,"0x0","0x1 0x138 0x0",196,42,14,
"bvm_decmp/m/080/before3.bvmc","0x11","0x8e","終点",,"0x0","0x6 0x13a 0x259 0x379 0x57a 0x5ed 0x60c 0x0",196,42,14,
