"File","Number","Offset","Japanese","English","Centering","References","width","height","lineheight","English"
"bvm_decmp/m/028/before.bvmc","0x1","0x8","Highway02",,"0x0","0x1 0x6d 0x0",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x2","0x12","Italia02",,"0x0","0x1 0x72 0x0",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x3","0x1b","omegac",,"0x0","0x1 0x8d 0x0",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x4","0x22","yumi",,"0x0","0x1 0x92 0x0",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x5","0x27","autogun",,"0x0","0x1 0x97 0x0",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x6","0x2f","bigface",,"0x0","0x1 0x9c 0x0",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x7","0x37","control",,"0x0","0x1 0xa1 0x0",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x8","0x3f","談話室",,"0x0","0x1 0xa4 0x0",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x9","0x46","カメラ１",,"0x0","0x1 0xaa 0x0",196,42,14,
"bvm_decmp/m/028/before.bvmc","0xa","0x4f","メリッサ＿戦闘中電話機で通話",,"0x0","0x1 0xb9 0x0",196,42,14,
"bvm_decmp/m/028/before.bvmc","0xb","0x6c","メリッサ",,"0x0","0x6 0xc4 0xca 0x20a 0x227 0x22e 0x3db 0x0",196,42,14,
"bvm_decmp/m/028/before.bvmc","0xc","0x75","大変だよ。
オートマンがアーストンに
向かってる。","We've got an emergency!
Automen are heading towards Aston.","0x0","0x1 0xc6 0x0",196,42,14,"We have an emergency.
Automen are heading towards Aston."
"bvm_decmp/m/028/before.bvmc","0xb","0x6c","メリッサ",,"0x0","0x6 0xc4 0xca 0x20a 0x227 0x22e 0x3db 0x0",196,42,14,
"bvm_decmp/m/028/before.bvmc","0xd","0xa8","すぐに応援に行かないと。","We need to go assist them immediately.","0x0","0x1 0xcc 0x0",196,42,14,"We need to go and assist them immediately."
"bvm_decmp/m/028/before.bvmc","0xe","0xc1","開始イベント終",,"0x0","0x1 0xe1 0x0",196,42,14,
"bvm_decmp/m/028/before.bvmc","0xf","0xd0","Func00198D94",,"0x0","0x1 0xe7 0x0",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x10","0xdd","終了",,"0x0","0x1 0x10d 0x0",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x11","0xe2","イベント２開始",,"0x0","0x1 0x12f 0x0",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x12","0xf1","オートガンナー１",,"0x0","0x1 0x14d 0x0",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x13","0x102","オートガンナー１注",,"0x0","0x0 0x1 0x14f",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x14","0x115","オートガンナー２",,"0x0","0x0 0x1 0x15b",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x15","0x126","オートガンナー２注",,"0x0","0x0 0x1 0x15e",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x16","0x139","ハチ１",,"0x0","0x0 0x1 0x16a",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x17","0x140","ハチ注",,"0x0","0x0 0x2 0x16d 0x17c",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x18","0x147","ハチ２",,"0x0","0x0 0x1 0x179",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x17","0x140","ハチ注",,"0x0","0x0 0x2 0x16d 0x17c",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x19","0x14e","ビル爆弾",,"0x0","0x0 0x1 0x188",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x1a","0x157","ビル爆弾注",,"0x0","0x0 0x1 0x18b",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x1b","0x162","カメラ３",,"0x0","0x0 0x1 0x198",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x1c","0x16b","アーストンの街並み",,"0x0","0x0 0x2 0x1f6 0x2c7",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x1d","0x17e","メリッサ＿発見",,"0x0","0x0 0x1 0x1fe",196,42,14,
"bvm_decmp/m/028/before.bvmc","0xb","0x6c","メリッサ",,"0x0","0x6 0xc4 0xca 0x20a 0x227 0x22e 0x3db 0x0",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x1e","0x18d","みて！
オートマンが
何か機械を設置してる。","Look!
The Automen are installing some kind of machine!","0x0","0x0 0x1 0x20c",196,42,14,"Look!
The Automen are installing some kind of machine."
"bvm_decmp/m/028/before.bvmc","0x1f","0x1ba","ケイ＿戦闘中真剣",,"0x0","0x0 0x2 0x212 0x2cf",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x20","0x1cb","ケイ",,"0x0","0x0 0x5 0x218 0x23c 0x244 0x2d5 0x3c0",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x21","0x1d0","小型オートマンの
コントロール装置だ！","That's a control device for the small Automen!","0x0","0x0 0x1 0x21b",196,42,14,"That's a control device for the small Automen!"
"bvm_decmp/m/028/before.bvmc","0x22","0x1f7","メリッサ＿真剣",,"0x0","0x0 0x1 0x221",196,42,14,
"bvm_decmp/m/028/before.bvmc","0xb","0x6c","メリッサ",,"0x0","0x6 0xc4 0xca 0x20a 0x227 0x22e 0x3db 0x0",196,42,14,
"bvm_decmp/m/028/before.bvmc","0x23","0x206","このままだと、
また小型の飛行オートマンが
来るよ。","At this rate, those little flying Automen are going to appear again. ","0x0","0x0 0x1 0x229",196,42,14,"At this rate, those small flying Automen are going to appear again. "
"bvm_decmp/m/028/before.bvmc","0xb","0x6c","メリッサ",,"0x0","0x6 0xc4 0xca 0x20a 0x227 0x22e 0x3db 0x0",196,42,14,
