File,Number,Offset,Japanese,English,Centering,References,width,height,lineheight
bvm_decmp/m/065/mission.bvmc,0x1,0x5,"moainoheigen01","",0x0,0x1 0x3d 0x0,196,42,14
bvm_decmp/m/065/mission.bvmc,0x2,0x14,"自機","",0x0,0x1 0x43 0x0,196,42,14
bvm_decmp/m/065/mission.bvmc,0x3,0x19,"自注","",0x0,0x1 0x45 0x0,196,42,14
bvm_decmp/m/065/mission.bvmc,0x4,0x1e,"bluetruck","",0x0,0x1 0x4d 0x0,196,42,14
bvm_decmp/m/065/mission.bvmc,0x5,0x28,"トラック","",0x0,0x1 0x4f 0x0,196,42,14
bvm_decmp/m/065/mission.bvmc,0x6,0x31,"トラック注","",0x0,0x1 0x51 0x0,196,42,14
bvm_decmp/m/065/mission.bvmc,0x7,0x3c,"エリア１","",0x0,0x38 0x58 0x2be 0x2d0 0x2e2 0x2f4 0x306 0x318 0x32a 0x33c 0x34e 0x360 0x372 0x384 0x396 0x3a8 0x3ba 0x3cc 0x3de 0x3f0 0x412 0x48f 0x4ce 0x50d 0x54c 0x58b 0x5ca 0x609 0x648 0x687 0x6c6 0x705 0x744 0x783 0x7c2 0x801 0x840 0x87f 0x8be 0x8fd 0x93c 0x9a6 0x9e5 0xa24 0xa63 0xaa2 0xae1 0xb20 0xb5f 0xb9e 0xbdd 0xc1c 0xc5b 0xc9a 0xcd9 0xd18 0xd57 0x0,196,42,14
bvm_decmp/m/065/mission.bvmc,0x8,0x45,"moaiA","",0x0,0x4 0x64 0xa5 0xd9 0x11a 0x0,196,42,14
bvm_decmp/m/065/mission.bvmc,0x9,0x4b,"モアイ１","",0x0,0x1 0x66 0x0,196,42,14
bvm_decmp/m/065/mission.bvmc,0xa,0x54,"モアイ注","",0x0,0x12 0x68 0x75 0x82 0x8f 0x9c 0xa9 0xb6 0xc3 0xd0 0xdd 0xea 0xf7 0x104 0x111 0x11e 0x12b 0x139 0x147 0x0,196,42,14
bvm_decmp/m/065/mission.bvmc,0xb,0x5d,"moaiB","",0x0,0x4 0x71 0xb2 0xe6 0x127 0x0,196,42,14
bvm_decmp/m/065/mission.bvmc,0xc,0x63,"モアイ２","",0x0,0x1 0x73 0x0,196,42,14
bvm_decmp/m/065/mission.bvmc,0xa,0x54,"モアイ注","",0x0,0x12 0x68 0x75 0x82 0x8f 0x9c 0xa9 0xb6 0xc3 0xd0 0xdd 0xea 0xf7 0x104 0x111 0x11e 0x12b 0x139 0x147 0x0,196,42,14
bvm_decmp/m/065/mission.bvmc,0xd,0x6c,"moaiC","",0x0,0x4 0x7e 0xbf 0xf3 0x134 0x0,196,42,14
bvm_decmp/m/065/mission.bvmc,0xe,0x72,"モアイ３","",0x0,0x1 0x80 0x0,196,42,14
bvm_decmp/m/065/mission.bvmc,0xa,0x54,"モアイ注","",0x0,0x12 0x68 0x75 0x82 0x8f 0x9c 0xa9 0xb6 0xc3 0xd0 0xdd 0xea 0xf7 0x104 0x111 0x11e 0x12b 0x139 0x147 0x0,196,42,14
bvm_decmp/m/065/mission.bvmc,0xf,0x7b,"moaiD","",0x0,0x4 0x8b 0xcc 0x100 0x142 0x0,196,42,14
bvm_decmp/m/065/mission.bvmc,0x10,0x81,"モアイ４","",0x0,0x1 0x8d 0x0,196,42,14
bvm_decmp/m/065/mission.bvmc,0xa,0x54,"モアイ注","",0x0,0x12 0x68 0x75 0x82 0x8f 0x9c 0xa9 0xb6 0xc3 0xd0 0xdd 0xea 0xf7 0x104 0x111 0x11e 0x12b 0x139 0x147 0x0,196,42,14
bvm_decmp/m/065/mission.bvmc,0x11,0x8a,"moaiE","",0x0,0x2 0x98 0x10d 0x0,196,42,14
