File,Number,Offset,Japanese,English,Centering,References,width,height,lineheight
bvm_decmp/m/097/after.bvmc,0x1,0x9,弓工房カウンター,,0x0,0x1 0x35 0x0,196,42,14
bvm_decmp/m/097/after.bvmc,0x2,0x1a,カメラ１,,0x0,0x1 0x3b 0x0,196,42,14
bvm_decmp/m/097/after.bvmc,0x3,0x23,バルフォー＿冷静な顔,,0x0,0x1 0x4e 0x0,196,42,14
bvm_decmp/m/097/after.bvmc,0x4,0x38,バルフォー,,0x0,0x2 0x55 0x61 0x0,196,42,14
bvm_decmp/m/097/after.bvmc,0x5,0x43,"見事です。
クロスボウの攻撃を
かわすとは……。","Well done.
You were able to dodge the crossbow attacks...",0x0,0x1 0x57 0x0,196,42,14
bvm_decmp/m/097/after.bvmc,0x6,0x74,バルフォー＿基本姿勢,,0x0,0x1 0x5c 0x0,196,42,14
bvm_decmp/m/097/after.bvmc,0x4,0x38,バルフォー,,0x0,0x2 0x55 0x61 0x0,196,42,14
bvm_decmp/m/097/after.bvmc,0x7,0x89,"では、約束どおり、
お売りしましょう。","Well, a promise is a promise. We'll put it up for sale.",0x0,0x1 0x63 0x0,196,42,14
bvm_decmp/m/097/after.bvmc,0x8,0xb0,開始イベント終了,,0x0,0x1 0x76 0x0,196,42,14
bvm_decmp/m/097/after.bvmc,0x9,0xc1,Func00184EDC,,0x0,0x1 0x7c 0x0,196,42,14
bvm_decmp/m/097/after.bvmc,0xa,0xce,終了,,0x0,0x1 0x9e 0x0,196,42,14
bvm_decmp/m/097/after.bvmc,0x0,0x0,Italia01,,0x0,0x0 0x0,196,42,14
bvm_decmp/m/097/after.bvmc,0xb,0xd3,OnGameOver,,0x0,0x0 0x0,196,42,14
bvm_decmp/m/097/after.bvmc,0xc,0xde,main,,0x0,0x0 0x0,196,42,14
bvm_decmp/m/097/after.bvmc,0xd,0xe3,Func00184EDC,,0x0,0x0 0x0,196,42,14
