"File","Number","Offset","Japanese","English","Centering","References","width","height","lineheight","English"
"bvm_decmp/m/088/before.bvmc","0x1","0x9","automan",,"0x0","0x1 0x79 0x0",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x2","0x11","自機",,"0x0","0x1 0x7f 0x0",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x3","0x16","自注",,"0x0","0x1 0x81 0x0",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x4","0x1b","crsbowarc",,"0x0","0x1 0x89 0x0",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x5","0x25","ライバル１",,"0x0","0x1 0x8b 0x0",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x6","0x30","ライバル注１",,"0x0","0x1 0x8d 0x0",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x7","0x3d","carasltgun",,"0x0","0x1 0x96 0x0",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x8","0x48","ライバル２",,"0x0","0x1 0x98 0x0",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x9","0x53","ライバル注２",,"0x0","0x1 0x9a 0x0",196,42,14,
"bvm_decmp/m/088/before.bvmc","0xa","0x60","spdstr3",,"0x0","0x1 0xa3 0x0",196,42,14,
"bvm_decmp/m/088/before.bvmc","0xb","0x68","ライバル３",,"0x0","0x1 0xa5 0x0",196,42,14,
"bvm_decmp/m/088/before.bvmc","0xc","0x73","ライバル注３",,"0x0","0x1 0xa7 0x0",196,42,14,
"bvm_decmp/m/088/before.bvmc","0xd","0x80","spdstr2",,"0x0","0x1 0xb0 0x0",196,42,14,
"bvm_decmp/m/088/before.bvmc","0xe","0x88","ライバル４",,"0x0","0x1 0xb2 0x0",196,42,14,
"bvm_decmp/m/088/before.bvmc","0xf","0x93","ライバル注４",,"0x0","0x1 0xb4 0x0",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x10","0xa0","カメラ１",,"0x0","0x1 0xd5 0x0",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x11","0xa9","レトログラードの街並み",,"0x0","0x1 0x104 0x0",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x12","0xc0","フィン・ディー＿司会（真剣）",,"0x0","0x1 0x10b 0x0",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x13","0xdd","フィン・ディー",,"0x0","0x6 0x116 0x11c 0x123 0x12a 0x138 0x2ed 0x0",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x14","0xec","それでは、
第二予選を開始します。","And now, the second set of preliminaries will commence.","0x0","0x1 0x118 0x0",196,42,14,"And now, the second set of preliminaries will commence."
"bvm_decmp/m/088/before.bvmc","0x13","0xdd","フィン・ディー",,"0x0","0x6 0x116 0x11c 0x123 0x12a 0x138 0x2ed 0x0",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x15","0x10f","第二予選は、
特別にレトログラードでの
市街地レースとなります。","The second preliminary is a special race through the urban landscape of Retrograde.","0x0","0x0 0x1 0x11e",196,42,14,"The second preliminary is a special race around in the urban setting of Retrograde."
"bvm_decmp/m/088/before.bvmc","0x13","0xdd","フィン・ディー",,"0x0","0x6 0x116 0x11c 0x123 0x12a 0x138 0x2ed 0x0",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x16","0x150","それでは、コースを説明します。","I'll explain the course.","0x0","0x0 0x1 0x125",196,42,14,"I'll explain the course."
"bvm_decmp/m/088/before.bvmc","0x13","0xdd","フィン・ディー",,"0x0","0x6 0x116 0x11c 0x123 0x12a 0x138 0x2ed 0x0",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x17","0x16f","矢印で示されたコースを回って、
ここに戻ってくれば１周。
２周すればゴールです。","Follow the path marked by the arrows. Your goal is to complete two laps around it.","0x0","0x0 0x1 0x12c",196,42,14,"Follow the path as indicated by the arrows. Once you've returned to this point, you've finished 1 lap. Your goal is to complete 2 laps."
"bvm_decmp/m/088/before.bvmc","0x18","0x1c0","フィン・ディー＿司会（叫び）",,"0x0","0x0 0x1 0x132",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x13","0xdd","フィン・ディー",,"0x0","0x6 0x116 0x11c 0x123 0x12a 0x138 0x2ed 0x0",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x19","0x1dd","それでは、スタートします！！","Now, start your engines!","0x0","0x0 0x1 0x13a",196,42,14,"Now, start the countdown!!"
"bvm_decmp/m/088/before.bvmc","0x1a","0x1fa","メリッサ＿発見",,"0x0","0x0 0x2 0x14d 0x1ce",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x1b","0x209","メリッサ",,"0x0","0x0 0x6 0x155 0x1da 0x290 0x298 0x2be 0x2c6",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x1c","0x212","みなよ！","Look out, everyone!","0x1 0x2 0x15a 0x15f","0x0 0x1 0x158",196,42,14,"Lookout, everyone!"
"bvm_decmp/m/088/before.bvmc","0x1d","0x21b","オートマン",,"0x0","0x0 0x1 0x173",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x1e","0x226","オートマン注",,"0x0","0x0 0x1 0x176",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x1f","0x233","オートマンパス",,"0x0","0x0 0x1 0x185",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x20","0x242","カメラ２",,"0x0","0x0 0x1 0x190",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x1a","0x1fa","メリッサ＿発見",,"0x0","0x0 0x2 0x14d 0x1ce",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x1b","0x209","メリッサ",,"0x0","0x0 0x6 0x155 0x1da 0x290 0x298 0x2be 0x2c6",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x21","0x24b","あれはオートマン！","That's an Automan!","0x0","0x0 0x1 0x1dd",196,42,14,"That's an Automan!"
"bvm_decmp/m/088/before.bvmc","0x22","0x25e","ケイ＿戦闘中険しい",,"0x0","0x0 0x1 0x1e3",196,42,14,
"bvm_decmp/m/088/before.bvmc","0x23","0x271","ケイ",,"0x0","0x0 0x4 0x1e9 0x2a7 0x2af 0x2d5",196,42,14,
