"File","Number","Offset","Japanese","English","Centering","References","width","height","lineheight","English"
"bvm_decmp/m/056/after.bvmc","0x1","0x8","ALICE",,"0x0","0x1 0x42 0x0",196,42,14,
"bvm_decmp/m/056/after.bvmc","0x2","0xe","駅",,"0x0","0x1 0x4c 0x0",196,42,14,
"bvm_decmp/m/056/after.bvmc","0x3","0x11","カフェ１",,"0x0","0x1 0x53 0x0",196,42,14,
"bvm_decmp/m/056/after.bvmc","0x4","0x1a","カフェ注１",,"0x0","0x1 0x55 0x0",196,42,14,
"bvm_decmp/m/056/after.bvmc","0x5","0x25","カメラ１",,"0x0","0x1 0x5a 0x0",196,42,14,
"bvm_decmp/m/056/after.bvmc","0x6","0x2e","ミオ＿喜ぶ",,"0x0","0x1 0x6f 0x0",196,42,14,
"bvm_decmp/m/056/after.bvmc","0x7","0x39","ミオ",,"0x0","0x4 0x76 0x82 0x88 0x94 0x0",196,42,14,
"bvm_decmp/m/056/after.bvmc","0x8","0x3e","ありがとう。","Thank you!","0x0","0x1 0x78 0x0",196,42,14,"Thank you!"
"bvm_decmp/m/056/after.bvmc","0x9","0x4b","ミオ＿御注文どうぞ",,"0x0","0x1 0x7d 0x0",196,42,14,
"bvm_decmp/m/056/after.bvmc","0x7","0x39","ミオ",,"0x0","0x4 0x76 0x82 0x88 0x94 0x0",196,42,14,
"bvm_decmp/m/056/after.bvmc","0xa","0x5e","さあ、お店を手伝わなきゃ。","Okay, I have to get back to helping out at the store.","0x0","0x1 0x84 0x0",196,42,14,"Right, I have to get back to helping out at the store."
"bvm_decmp/m/056/after.bvmc","0x7","0x39","ミオ",,"0x0","0x4 0x76 0x82 0x88 0x94 0x0",196,42,14,
"bvm_decmp/m/056/after.bvmc","0xb","0x79","きっと、お客さんも
いっぱい来ると思うし。","I think lots of customers will come! Hopefully!","0x0","0x1 0x8a 0x0",196,42,14,"I think that plenty of customers will come, hopefully."
"bvm_decmp/m/056/after.bvmc","0xc","0xa4","ミオ＿照れる",,"0x0","0x1 0x8f 0x0",196,42,14,
"bvm_decmp/m/056/after.bvmc","0x7","0x39","ミオ",,"0x0","0x4 0x76 0x82 0x88 0x94 0x0",196,42,14,
"bvm_decmp/m/056/after.bvmc","0xd","0xb1","本当にありがとう。","I can't thank you enough.","0x0","0x1 0x96 0x0",196,42,14,"I can't thank you enough."
"bvm_decmp/m/056/after.bvmc","0xe","0xc4","開始イベント終了",,"0x0","0x1 0xad 0x0",196,42,14,
"bvm_decmp/m/056/after.bvmc","0xf","0xd5","Func00176D94",,"0x0","0x1 0xb3 0x0",196,42,14,
"bvm_decmp/m/056/after.bvmc","0x10","0xe2","終了",,"0x0","0x1 0xd7 0x0",196,42,14,
"bvm_decmp/m/056/after.bvmc","0x0","0x0","Japan03",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/056/after.bvmc","0x11","0xe7","build1",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/056/after.bvmc","0x12","0xee","OnGameOver",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/056/after.bvmc","0x13","0xf9","main",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/056/after.bvmc","0x14","0xfe","Func00176D94",,"0x0","0x0 0x0",196,42,14,
