File,Number,Offset,Japanese,English,Centering,References,width,height,lineheight
bvm_decmp/m/118/after.bvmc,0x0,0x0,"Heigen03",,0x0,0x0 0x0,196,42,14
bvm_decmp/m/118/after.bvmc,0x1,0x9,"自機",,0x0,0x1 0x3a 0x0,196,42,14
bvm_decmp/m/118/after.bvmc,0x2,0xe,"自注",,0x0,0x1 0x3c 0x0,196,42,14
bvm_decmp/m/118/after.bvmc,0x3,0x13,"automan",,0x0,0x1 0x44 0x0,196,42,14
bvm_decmp/m/118/after.bvmc,0x4,0x1b,"味方１",,0x0,0x1 0x46 0x0,196,42,14
bvm_decmp/m/118/after.bvmc,0x5,0x22,"味注１",,0x0,0x1 0x48 0x0,196,42,14
bvm_decmp/m/118/after.bvmc,0x6,0x29,"omegac",,0x0,0x1 0x50 0x0,196,42,14
bvm_decmp/m/118/after.bvmc,0x7,0x30,"カーゴ",,0x0,0x1 0x52 0x0,196,42,14
bvm_decmp/m/118/after.bvmc,0x8,0x37,"カーゴ注",,0x0,0x1 0x54 0x0,196,42,14
bvm_decmp/m/118/after.bvmc,0x9,0x40,"ラスボスコックピット",,0x0,0x1 0x6f 0x0,196,42,14
bvm_decmp/m/118/after.bvmc,0xa,0x55,"カメラ１",,0x0,0x1 0x75 0x0,196,42,14
bvm_decmp/m/118/after.bvmc,0xb,0x5e,"カメラ２",,0x0,0x1 0x99 0x0,196,42,14
bvm_decmp/m/118/after.bvmc,0xc,0x67,"ファウスト＿操縦マント有",,0x0,0x1 0xb9 0x0,196,42,14
bvm_decmp/m/118/after.bvmc,0xd,0x80,"ファウスト",,0x0,0x5 0xc0 0xc6 0xcc 0xd2 0xd9 0x0,196,42,14
bvm_decmp/m/118/after.bvmc,0xe,0x8b,"人形都市は滅んだ。",,0x0,0x1 0xc2 0x0,196,42,14
bvm_decmp/m/118/after.bvmc,0xf,0x9e,"災いの元は断たれた。
もはや未練はない。",,0x0,0x1 0xc8 0x0,196,42,14
bvm_decmp/m/118/after.bvmc,0x10,0xc7,"すべての人形都市が活動を停止
した以上、私の命もいずれ尽き
よう。",,0x0,0x1 0xce 0x0,196,42,14
bvm_decmp/m/118/after.bvmc,0x11,0x10a,"最強の人形使いよ。
最後に、共に戦えたことを誇り
に思う。",,0x0,0x0 0x1 0xd4,196,42,14
bvm_decmp/m/118/after.bvmc,0x12,0x145,"さらば。",,0x0,0x0 0x1 0xdb,196,42,14
bvm_decmp/m/118/after.bvmc,0x13,0x14e,"カメラ３",,0x0,0x0 0x1 0xeb,196,42,14
bvm_decmp/m/118/after.bvmc,0x14,0x157,"味方ルート１",,0x0,0x0 0x1 0x106,196,42,14
bvm_decmp/m/118/after.bvmc,0x15,0x164,"終点",,0x0,0x0 0x1 0x109,196,42,14
bvm_decmp/m/118/after.bvmc,0x16,0x169,"カメラ４",,0x0,0x0 0x1 0x125,196,42,14
bvm_decmp/m/118/after.bvmc,0x17,0x172,"開始イベント終了",,0x0,0x0 0x1 0x148,196,42,14
bvm_decmp/m/118/after.bvmc,0x18,0x183,"Func00176C54",,0x0,0x0 0x1 0x14f,196,42,14
bvm_decmp/m/118/after.bvmc,0x19,0x190,"終了",,0x0,0x0 0x1 0x174,196,42,14
bvm_decmp/m/118/after.bvmc,0x1a,0x195,"friend_auto",,0x0,0x0 0x0,196,42,14
bvm_decmp/m/118/after.bvmc,0x1b,0x1a1,"friend_omegac",,0x0,0x0 0x0,196,42,14
bvm_decmp/m/118/after.bvmc,0x1c,0x1af,"self",,0x0,0x0 0x0,196,42,14
bvm_decmp/m/118/after.bvmc,0x1d,0x1b4,"OnGameOver",,0x0,0x0 0x0,196,42,14
bvm_decmp/m/118/after.bvmc,0x1e,0x1bf,"main",,0x0,0x0 0x0,196,42,14
bvm_decmp/m/118/after.bvmc,0x1f,0x1c4,"Func00176C54",,0x0,0x0 0x0,196,42,14
