"File","Number","Offset","Japanese","English","Centering","References","width","height","lineheight","English"
"bvm_decmp/m/117/before.bvmc","0x1","0x5","Japan03",,"0x0","0x1 0x6b 0x0",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x2","0xd","Highway02",,"0x0","0x1 0x70 0x0",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x3","0x17","Ruins01",,"0x0","0x1 0x75 0x0",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x4","0x1f","談話室",,"0x0","0x1 0x89 0x0",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x5","0x26","omegac",,"0x0","0x1 0x91 0x0",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x6","0x2d","pftautman",,"0x0","0x1 0x96 0x0",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x7","0x37","bigfacen",,"0x0","0x1 0x9b 0x0",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x8","0x40","開始イベント終",,"0x0","0x1 0x9e 0x0",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x9","0x4f","Func001794C4",,"0x0","0x1 0xa4 0x0",196,42,14,
"bvm_decmp/m/117/before.bvmc","0xa","0x5c","正常終了",,"0x0","0x1 0xc6 0x0",196,42,14,
"bvm_decmp/m/117/before.bvmc","0xb","0x65","Ｐオートマン１",,"0x0","0x1 0xeb 0x0",196,42,14,
"bvm_decmp/m/117/before.bvmc","0xc","0x74","Ｐオートマン注１",,"0x0","0x1 0xed 0x0",196,42,14,
"bvm_decmp/m/117/before.bvmc","0xd","0x85","Ｐオートマン２",,"0x0","0x1 0xf7 0x0",196,42,14,
"bvm_decmp/m/117/before.bvmc","0xe","0x94","Ｐオートマン注２",,"0x0","0x1 0xf9 0x0",196,42,14,
"bvm_decmp/m/117/before.bvmc","0xf","0xa5","Ｐオートマン３",,"0x0","0x1 0x104 0x0",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x10","0xb4","Ｐオートマン注３",,"0x0","0x1 0x106 0x0",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x11","0xc5","フェイス大１",,"0x0","0x1 0x111 0x0",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x12","0xd2","フェイス大１注",,"0x0","0x1 0x113 0x0",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x13","0xe1","フェイス大２",,"0x0","0x1 0x11e 0x0",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x14","0xee","フェイス大２注",,"0x0","0x1 0x120 0x0",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x15","0xfd","フェイス大３",,"0x0","0x1 0x12b 0x0",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x16","0x10a","フェイス大３注",,"0x0","0x0 0x1 0x12d",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x17","0x119","フェイス大４",,"0x0","0x0 0x1 0x139",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x18","0x126","フェイス大４注",,"0x0","0x0 0x1 0x13c",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x19","0x135","Ｐオートマンルート１",,"0x0","0x0 0x1 0x145",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x1a","0x14a","終点",,"0x0","0x0 0x9 0x148 0x162 0x17c 0x196 0x1b0 0x1ca 0x1e4 0x2f4 0x3bd",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x1b","0x14f","Ｐオートマンルート２",,"0x0","0x0 0x1 0x15f",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x1a","0x14a","終点",,"0x0","0x0 0x9 0x148 0x162 0x17c 0x196 0x1b0 0x1ca 0x1e4 0x2f4 0x3bd",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x1c","0x164","Ｐオートマンルート３",,"0x0","0x0 0x1 0x179",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x1a","0x14a","終点",,"0x0","0x0 0x9 0x148 0x162 0x17c 0x196 0x1b0 0x1ca 0x1e4 0x2f4 0x3bd",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x1d","0x179","フェイスルート１",,"0x0","0x0 0x1 0x193",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x1a","0x14a","終点",,"0x0","0x0 0x9 0x148 0x162 0x17c 0x196 0x1b0 0x1ca 0x1e4 0x2f4 0x3bd",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x1e","0x18a","フェイスルート２",,"0x0","0x0 0x1 0x1ad",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x1a","0x14a","終点",,"0x0","0x0 0x9 0x148 0x162 0x17c 0x196 0x1b0 0x1ca 0x1e4 0x2f4 0x3bd",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x1f","0x19b","フェイスルート３",,"0x0","0x0 0x1 0x1c7",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x1a","0x14a","終点",,"0x0","0x0 0x9 0x148 0x162 0x17c 0x196 0x1b0 0x1ca 0x1e4 0x2f4 0x3bd",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x20","0x1ac","フェイスルート４",,"0x0","0x0 0x1 0x1e1",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x1a","0x14a","終点",,"0x0","0x0 0x9 0x148 0x162 0x17c 0x196 0x1b0 0x1ca 0x1e4 0x2f4 0x3bd",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x21","0x1bd","カメラ４",,"0x0","0x0 0x1 0x1f9",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x22","0x1c6","カメラ５",,"0x0","0x0 0x1 0x241",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x23","0x1cf","ケイ＿怒るＬ",,"0x0","0x0 0x1 0x26e",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x24","0x1dc","ケイ",,"0x0","0x0 0x2 0x27a 0x34e",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x25","0x1e1","くるぞ！　/p！","Here they come! /p!","0x0","0x0 0x1 0x27d",196,42,14,"Here they come! /p!"
"bvm_decmp/m/117/before.bvmc","0x26","0x1f0","Func00179294",,"0x0","0x0 0x1 0x294",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x27","0x1fd","カーゴ２",,"0x0","0x0 0x1 0x2c8",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x28","0x206","カーゴ注２",,"0x0","0x0 0x1 0x2cb",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x29","0x211","カーゴルート２",,"0x0","0x0 0x1 0x2f1",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x1a","0x14a","終点",,"0x0","0x0 0x9 0x148 0x162 0x17c 0x196 0x1b0 0x1ca 0x1e4 0x2f4 0x3bd",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x2a","0x220","カメラ３",,"0x0","0x0 0x1 0x30e",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x2b","0x229","廃墟",,"0x0","0x0 0x1 0x33a",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x2c","0x22e","ケイ＿戦闘中険しい",,"0x0","0x0 0x1 0x342",196,42,14,
"bvm_decmp/m/117/before.bvmc","0x24","0x1dc","ケイ",,"0x0","0x0 0x2 0x27a 0x34e",196,42,14,
