"File","Number","Offset","Japanese","English","Centering","References","width","height","lineheight","English"
"bvm_decmp/m/047/before.bvmc","0x1","0xd","新型のロボです",,"0x0","0x1 0x6d 0x0",196,42,14,
"bvm_decmp/m/047/before.bvmc","0x2","0x1c","Ｇａｍｅｆｌａｇ",,"0x0","0x1 0x74 0x0",196,42,14,
"bvm_decmp/m/047/before.bvmc","0x3","0x2d","Iseki01",,"0x0","0x1 0x89 0x0",196,42,14,
"bvm_decmp/m/047/before.bvmc","0x4","0x35","汎用ＢＧ＿０２",,"0x0","0x1 0x8e 0x0",196,42,14,
"bvm_decmp/m/047/before.bvmc","0x5","0x44","自機",,"0x0","0x1 0x9c 0x0",196,42,14,
"bvm_decmp/m/047/before.bvmc","0x6","0x49","自注",,"0x0","0x1 0x9e 0x0",196,42,14,
"bvm_decmp/m/047/before.bvmc","0x7","0x4e","omegac",,"0x0","0x1 0xa6 0x0",196,42,14,
"bvm_decmp/m/047/before.bvmc","0x8","0x55","カーゴ",,"0x0","0x1 0xa8 0x0",196,42,14,
"bvm_decmp/m/047/before.bvmc","0x9","0x5c","カーゴ注",,"0x0","0x1 0xaa 0x0",196,42,14,
"bvm_decmp/m/047/before.bvmc","0xa","0x65","カメラ４",,"0x0","0x1 0xc4 0x0",196,42,14,
"bvm_decmp/m/047/before.bvmc","0xb","0x6e","開始イベント終",,"0x0","0x1 0xd4 0x0",196,42,14,
"bvm_decmp/m/047/before.bvmc","0xc","0x7d","Func0017D97C",,"0x0","0x1 0xda 0x0",196,42,14,
"bvm_decmp/m/047/before.bvmc","0xd","0x8a","gameflag",,"0x0","0x2 0xe4 0xf4 0x0",196,42,14,
"bvm_decmp/m/047/before.bvmc","0xe","0x93","Func0017A2CC",,"0x0","0x1 0xea 0x0",196,42,14,
"bvm_decmp/m/047/before.bvmc","0xd","0x8a","gameflag",,"0x0","0x2 0xe4 0xf4 0x0",196,42,14,
"bvm_decmp/m/047/before.bvmc","0xf","0xa0","正常終了",,"0x0","0x1 0x114 0x0",196,42,14,
"bvm_decmp/m/047/before.bvmc","0x10","0xa9","退場終了",,"0x0","0x1 0x13d 0x0",196,42,14,
"bvm_decmp/m/047/before.bvmc","0x11","0xb2","イベント２　開始",,"0x0","0x1 0x15f 0x0",196,42,14,
"bvm_decmp/m/047/before.bvmc","0x12","0xc3","分岐　E_MissionStatus_Complete",,"0x0","0x1 0x165 0x0",196,42,14,
"bvm_decmp/m/047/before.bvmc","0x13","0xe2","ケイ＿戦闘中真剣Ｌ",,"0x0","0x2 0x16d 0x290 0x0",196,42,14,
"bvm_decmp/m/047/before.bvmc","0x14","0xf5","ケイ",,"0x0","0x4 0x174 0x21c 0x288 0x295 0x0",196,42,14,
