"File","Number","Offset","Japanese","English","Centering","References","width","height","lineheight","English"
"bvm_decmp/m/029/after.bvmc","0x1","0xa","自機",,"0x0","0x1 0x73 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0x2","0xf","自注",,"0x0","0x1 0x75 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0x3","0x14","ハイウェイ０１",,"0x0","0x1 0x81 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0x4","0x23","MSLTTS",,"0x0","0x1 0x89 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0x5","0x2a","MSLTTS2",,"0x0","0x1 0x92 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0x6","0x32","MSLTTS3",,"0x0","0x1 0x9d 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0x7","0x3a","カメカメラ",,"0x0","0x1 0xa8 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0x8","0x45","カメラ１",,"0x0","0x1 0xb9 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0x9","0x4e","メリッサ＿思案中",,"0x0","0x1 0xc9 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0xa","0x5f","メリッサ",,"0x0","0x3 0xd4 0xda 0xe0 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0xb","0x68","いったいどういうこと？
オートマンが次々と……。","What on earth is happening, for the Automen to come one after another like this...?","0x0","0x1 0xd6 0x0",196,42,14,"What on earth is going on?
For the Automen to come one after another..."
"bvm_decmp/m/029/after.bvmc","0xa","0x5f","メリッサ",,"0x0","0x3 0xd4 0xda 0xe0 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0xc","0x99","何かがおこってる
としか思えない。","I can't help but think that something's going on.","0x0","0x1 0xdc 0x0",196,42,14,"I can't help but think that something's going on."
"bvm_decmp/m/029/after.bvmc","0xa","0x5f","メリッサ",,"0x0","0x3 0xd4 0xda 0xe0 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0xd","0xbc","大変な何かがね。","Something awful.","0x0","0x1 0xe2 0x0",196,42,14,"Something awful."
"bvm_decmp/m/029/after.bvmc","0xe","0xcd","ガロイ親方＿戦闘中苦しい",,"0x0","0x1 0xe7 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0xf","0xe6","ガロイ親方",,"0x0","0x3 0xec 0xf8 0xff 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0x10","0xf1","確かにな。","Looks that way.","0x0","0x1 0xee 0x0",196,42,14,"Looks that way."
"bvm_decmp/m/029/after.bvmc","0x11","0xfc","ガロイ親方＿戦闘中真剣",,"0x0","0x1 0xf3 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0xf","0xe6","ガロイ親方",,"0x0","0x3 0xec 0xf8 0xff 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0x12","0x113","情報を集めた方がいいな。","We need to gather more intel.","0x0","0x0 0x1 0xfa",196,42,14,"We need to gather more intel."
"bvm_decmp/m/029/after.bvmc","0xf","0xe6","ガロイ親方",,"0x0","0x3 0xec 0xf8 0xff 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0x13","0x12c","もう一度、
マリオネーションギア協会に
行ってみるか。","Maybe we'd better pay another visit to the Marionation Gear Association. ","0x0","0x0 0x1 0x101",196,42,14,"Maybe we ought to pay another visit to the Marionation Gear Association. "
"bvm_decmp/m/029/after.bvmc","0x14","0x163","開始イベント終了",,"0x0","0x0 0x1 0x115",196,42,14,
"bvm_decmp/m/029/after.bvmc","0x15","0x174","Func00175724",,"0x0","0x0 0x1 0x11c",196,42,14,
"bvm_decmp/m/029/after.bvmc","0x16","0x181","終了",,"0x0","0x0 0x1 0x143",196,42,14,
"bvm_decmp/m/029/after.bvmc","0x0","0x0","Highway01",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0x17","0x186","self",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0x18","0x18b","friend1",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0x19","0x193","pName",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0x1a","0x199","OnGameOver",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0x1b","0x1a4","TxWid",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0x1c","0x1aa","TxHi",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0x1d","0x1af","main",,"0x0","0x0 0x0",196,42,14,
"bvm_decmp/m/029/after.bvmc","0x1e","0x1b4","Func00175724",,"0x0","0x0 0x0",196,42,14,
